Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean,Streaming_Artist_Clean,Airplay_Artist_Clean
2018,24.0,June 14,Becky GandNatti Natasha,"""Sin Pijama""",Álvaro Soler,"""La Cintura""",Sin Pijama,La Cintura,Becky GandNatti Natasha,Álvaro Soler
2018,25.0,June 21,Becky GandNatti Natasha,"""Sin Pijama""",,,Sin Pijama,,Becky GandNatti Natasha,
2018,26.0,June 28,Becky GandNatti Natasha,"""Sin Pijama""",,,Sin Pijama,,Becky GandNatti Natasha,
2018,27.0,July 5,Becky GandNatti Natasha,"""Sin Pijama""",,,Sin Pijama,,Becky GandNatti Natasha,
2018,28.0,July 12,Becky GandNatti Natasha,"""Sin Pijama""",Álvaro Soler,"""La Cintura""",Sin Pijama,La Cintura,Becky GandNatti Natasha,Álvaro Soler
2018,29.0,July 19,Becky GandNatti Natasha,Álvaro Soler,"""La Cintura""","""La Cintura""",Álvaro Soler,La Cintura,Becky GandNatti Natasha,La Cintura
2018,30.0,July 26,Becky GandNatti Natasha,Álvaro Soler,,,Álvaro Soler,,Becky GandNatti Natasha,
2018,31.0,August 2,Aitana,"""Teléfono""","""La Cintura""","""La Cintura""",Teléfono,La Cintura,Aitana,La Cintura
2018,32.0,August 9,Aitana,"""Teléfono""","""La Cintura""",[64],Teléfono,,Aitana,La Cintura
2018,33.0,August 16,Aitana,"""Teléfono""","""One Kiss""",[66],Teléfono,,Aitana,One Kiss
2018,34.0,August 23,Aitana,"""Teléfono""","""La Cintura""",[68],Teléfono,,Aitana,La Cintura
2018,35.0,August 30,Aitana,Calvin Harris and Dua Lipa,"""One Kiss""",[70],Calvin Harris and Dua Lipa,,Aitana,One Kiss
2018,36.0,September 6,Aitana,Calvin Harris and Dua Lipa,,,Calvin Harris and Dua Lipa,,Aitana,
2018,37.0,September 13,OzunaandManuel Turizo,"""Vaina Loca""",MelendiwithAlejandro SanzandArkano,"""Déjala que baile""",Vaina Loca,Déjala que baile,OzunaandManuel Turizo,MelendiwithAlejandro SanzandArkano
2018,38.0,September 20,OzunaandManuel Turizo,"""Vaina Loca""",,,Vaina Loca,,OzunaandManuel Turizo,
2018,39.0,September 27,OzunaandManuel Turizo,"""Vaina Loca""",MelendiwithAlejandro SanzandArkano,"""Déjala que baile""",Vaina Loca,Déjala que baile,OzunaandManuel Turizo,MelendiwithAlejandro SanzandArkano
2018,40.0,October 4,6ix9inefeaturingAnuel AA,"""Bebe""",Eleni Foureira,"""Fuego""",Bebe,Fuego,6ix9inefeaturingAnuel AA,Eleni Foureira
2018,41.0,October 11,"DJ SnakefeaturingSelena Gomez, Ozuna andCardi B","""Taki Taki""",Blas Cantó,"""Él no soy yo""",Taki Taki,Él no soy yo,"DJ SnakefeaturingSelena Gomez, Ozuna andCardi B",Blas Cantó
2018,42.0,October 18,Bad Bunny featuringDrake,"""Mía""",Eleni Foureira,"""Fuego""",Mía,Fuego,Bad Bunny featuringDrake,Eleni Foureira
2018,43.0,October 25,Bad Bunny featuringDrake,Maroon 5,"""Girls Like You""",[86],Maroon 5,,Bad Bunny featuringDrake,Girls Like You
2018,44.0,November 1,Bad Bunny featuringDrake,Maroon 5,,,Maroon 5,,Bad Bunny featuringDrake,
2018,45.0,November 8,Rosalía,"""Di mi nombre""","""Girls Like You""",,Di mi nombre,,Rosalía,Girls Like You
2018,46.0,November 15,Rosalía,"""Di mi nombre""",,,Di mi nombre,,Rosalía,
2018,47.0,November 22,Paulo Londra,"""Adán y Eva""","""Girls Like You""",,Adán y Eva,,Paulo Londra,Girls Like You
2018,48.0,November 29,Paulo Londra,"""Adán y Eva""","""Girls Like You""",[96],Adán y Eva,,Paulo Londra,Girls Like You
2018,49.0,December 6,Aitana,"""Vas a quedarte""","""Girls Like You""","""Girls Like You""",Vas a quedarte,Girls Like You,Aitana,Girls Like You
2018,50.0,December 13,Paulo Londra,"""Adán y Eva""",Beret,"""Lo siento""",Adán y Eva,Lo siento,Paulo Londra,Beret
2018,51.0,December 20,Paulo Londra,"""Adán y Eva""","""Girls Like You""",[102],Adán y Eva,,Paulo Londra,Girls Like You
2018,52.0,December 27,Paulo Londra,"""Adán y Eva""","""Perdón""",[104],Adán y Eva,,Paulo Londra,Perdón
2019,1.0,January 3,Paulo Londra,"""Adán y Eva""",Maroon 5,"""Girls Like You""",Adán y Eva,Girls Like You,Paulo Londra,Maroon 5
2019,2.0,January 10,Paulo Londra,"""Adán y Eva""",,,Adán y Eva,,Paulo Londra,
2019,3.0,January 17,Paulo Londra,Beret,"""Lo siento""","""Girls Like You""",Beret,Girls Like You,Paulo Londra,Lo siento
2019,4.0,January 24,Anuel AAandKarol G,"""Secreto""","""Lo siento""",,Secreto,,Anuel AAandKarol G,Lo siento
2019,5.0,January 31,Anuel AAandKarol G,Lukas Graham,"""Love Someone""",[10],Lukas Graham,,Anuel AAandKarol G,Love Someone
2019,6.0,February 7,Anuel AAandKarol G,Lukas Graham,,,Lukas Graham,,Anuel AAandKarol G,
2019,7.0,February 14,Daddy YankeefeaturingSnow,"""Con Calma""","""Love Someone""",,Con Calma,,Daddy YankeefeaturingSnow,Love Someone
2019,8.0,February 21,Daddy YankeefeaturingSnow,"""Con Calma""","""Love Someone""",[16],Con Calma,,Daddy YankeefeaturingSnow,Love Someone
2019,9.0,February 28,Daddy YankeefeaturingSnow,"""Con Calma""","""Love Someone""",[18],Con Calma,,Daddy YankeefeaturingSnow,Love Someone
2019,10.0,March 7,Daddy YankeefeaturingSnow,"""Con Calma""","""Sweet but Psycho""",[20],Con Calma,,Daddy YankeefeaturingSnow,Sweet but Psycho
2019,11.0,March 14,Don Patricio andCruz Cafuné,"""Contando lunares""",Lukas Graham,"""Love Someone""",Contando lunares,Love Someone,Don Patricio andCruz Cafuné,Lukas Graham
2019,12.0,March 21,Don Patricio andCruz Cafuné,"""Contando lunares""",,,Contando lunares,,Don Patricio andCruz Cafuné,
2019,13.0,March 28,Don Patricio andCruz Cafuné,"""Contando lunares""",Lukas Graham,"""Love Someone""",Contando lunares,Love Someone,Don Patricio andCruz Cafuné,Lukas Graham
2019,14.0,April 4,"Rosalía,J BalvinandEl Guincho","""Con Altura""",Lukas Graham,"""Love Someone""",Con Altura,Love Someone,"Rosalía,J BalvinandEl Guincho",Lukas Graham
2019,15.0,April 11,"Rosalía,J BalvinandEl Guincho","""Con Altura""","""Sweet but Psycho""",[30],Con Altura,,"Rosalía,J BalvinandEl Guincho",Sweet but Psycho
2019,16.0,April 18,"Rosalía,J BalvinandEl Guincho",Lukas Graham,"""Love Someone""",[32],Lukas Graham,,"Rosalía,J BalvinandEl Guincho",Love Someone
2019,17.0,April 25,"Rosalía,J BalvinandEl Guincho",Lukas Graham,,,Lukas Graham,,"Rosalía,J BalvinandEl Guincho",
2019,18.0,May 2,"Rosalía,J BalvinandEl Guincho",Lukas Graham,,,Lukas Graham,,"Rosalía,J BalvinandEl Guincho",
2019,19.0,May 9,"Rosalía,J BalvinandEl Guincho",Mark RonsonfeaturingMiley Cyrus,"""Love Someone""",[38],Mark RonsonfeaturingMiley Cyrus,,"Rosalía,J BalvinandEl Guincho",Love Someone
2019,20.0,May 16,"Lunay,Daddy YankeeandBad Bunny","""Soltera"" (Remix)","""Love Someone""","""Sweet but Psycho""",Soltera,Sweet but Psycho,"Lunay,Daddy YankeeandBad Bunny",Love Someone
2019,21.0,May 23,"Lunay,Daddy YankeeandBad Bunny","""Soltera"" (Remix)","""Love Someone""",[42],Soltera,,"Lunay,Daddy YankeeandBad Bunny",Love Someone
2019,22.0,May 30,SechandDarell,"""Otro Trago""",Ed SheeranandJustin Bieber,"""I Don't Care""",Otro Trago,I Dont Care,SechandDarell,Ed SheeranandJustin Bieber
2019,23.0,June 6,Rosalía,"""Aute Cuture""",Ed SheeranandJustin Bieber,,Aute Cuture,,Rosalía,Ed SheeranandJustin Bieber
2019,24.0,June 13,Bad Bunny andTainy,"""Callaíta""",Lukas Graham,"""I Don't Care""",Callaíta,I Dont Care,Bad Bunny andTainy,Lukas Graham
2019,25.0,June 20,Bad Bunny andTainy,"""Callaíta""","""Mi Persona Favorita""",[50],Callaíta,,Bad Bunny andTainy,Mi Persona Favorita
2019,26.0,June 27,Bad Bunny andTainy,"""Callaíta""","""Sucker""",[52],Callaíta,,Bad Bunny andTainy,Sucker
2019,27.0,July 4,Bad Bunny andTainy,MoratandAitana,"""Presiento""",[54],MoratandAitana,,Bad Bunny andTainy,Presiento
2019,28.0,July 11,Rosalía,MoratandAitana,"""Presiento""",,MoratandAitana,,Rosalía,Presiento
2019,29.0,July 18,Bad Bunny and Tainy,"""Callaíta""",DvicioandTaburete,"""5 Sentidos""",Callaíta,5 Sentidos,Bad Bunny and Tainy,DvicioandTaburete
2019,30.0,July 25,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""China""",Ed Sheeran and Justin Bieber,"""I Don't Care""",China,I Dont Care,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",Ed Sheeran and Justin Bieber
2019,31.0,August 1,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""China""","""Qué Bonito Es Querer""",[62],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",Qué Bonito Es Querer
2019,32.0,August 8,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""China""","""Someone You Loved""",[64],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",Someone You Loved
2019,33.0,August 15,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""China""","""High Hopes""",[66],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",High Hopes
2019,34.0,August 22,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna","""China""","""Presiento""",[68],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin andOzuna",Presiento
2019,35.0,August 29,Rosalía and Ozuna,"""Yo x Ti, Tú x Mí""",Ed Sheeran and Justin Bieber,"""I Don't Care""","Yo x Ti, Tú x Mí",I Dont Care,Rosalía and Ozuna,Ed Sheeran and Justin Bieber
2019,36.0,September 5,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,"""Señorita""",[72],Shawn Mendesand Camila Cabello,,Rosalía and Ozuna,Señorita
2019,37.0,September 12,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,,Rosalía and Ozuna,
2019,38.0,September 19,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,,Rosalía and Ozuna,
2019,39.0,September 26,Rosalía and Ozuna,Shawn Mendesand Camila Cabello,,,Shawn Mendesand Camila Cabello,,Rosalía and Ozuna,
2019,40.0,October 3,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",,China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Señorita
2019,41.0,October 10,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",[82],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Señorita
2019,42.0,October 17,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna","""China""","""Señorita""",[84],China,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Señorita
2019,43.0,October 24,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Shawn Mendes and Camila Cabello,"""Señorita""",[86],Shawn Mendes and Camila Cabello,,"Anuel AA, Daddy Yankee and Karol Gfeaturing J Balvin and Ozuna",Señorita
2019,44.0,October 31,Omar MontesandBad Gyal,"""Alocao""","""Señorita""",,Alocao,,Omar MontesandBad Gyal,Señorita
2019,45.0,November 7,Omar MontesandBad Gyal,Manuel Carrasco,"""Qué Bonito Es Querer""",[90],Manuel Carrasco,,Omar MontesandBad Gyal,Qué Bonito Es Querer
2019,46.0,November 14,Omar MontesandBad Gyal,Manuel Carrasco,,,Manuel Carrasco,,Omar MontesandBad Gyal,
2019,47.0,November 21,Omar MontesandBad Gyal,Manuel Carrasco,,,Manuel Carrasco,,Omar MontesandBad Gyal,
2019,48.0,November 28,Omar MontesandBad Gyal,Tones and I,"""Dance Monkey""",[96],Tones and I,,Omar MontesandBad Gyal,Dance Monkey
2019,49.0,December 5,Karol G andNicki Minaj,"""Tusa""","""Dance Monkey""",,Tusa,,Karol G andNicki Minaj,Dance Monkey
2019,50.0,December 12,Karol G andNicki Minaj,"""Tusa""","""Indios y vaqueros""",[100],Tusa,,Karol G andNicki Minaj,Indios y vaqueros
2019,51.0,December 19,Karol G andNicki Minaj,"""Tusa""","""A dónde vamos""",[102],Tusa,,Karol G andNicki Minaj,A dónde vamos
2019,52.0,December 26,Karol G andNicki Minaj,"""Tusa""","""Disparos""",[104],Tusa,,Karol G andNicki Minaj,Disparos
2020,1.0,January 2,Karol GandNicki Minaj,"""Tusa""",Maroon 5,"""Memories""",Tusa,Memories,Karol GandNicki Minaj,Maroon 5
2020,2.0,January 9,Karol GandNicki Minaj,"""Tusa""","""Si por mí fuera""",[4],Tusa,,Karol GandNicki Minaj,Si por mí fuera
2020,3.0,January 16,Karol GandNicki Minaj,Maroon 5,"""Memories""",[6],Maroon 5,,Karol GandNicki Minaj,Memories
2020,4.0,January 23,Karol GandNicki Minaj,Maroon 5,,,Maroon 5,,Karol GandNicki Minaj,
2020,5.0,January 30,Karol GandNicki Minaj,Pablo AlboránandAva Max,"""Tabú""",[10],Pablo AlboránandAva Max,,Karol GandNicki Minaj,Tabú
2020,6.0,February 6,Karol GandNicki Minaj,Pablo AlboránandAva Max,,,Pablo AlboránandAva Max,,Karol GandNicki Minaj,
2020,7.0,February 13,Karol GandNicki Minaj,Pablo AlboránandAva Max,,,Pablo AlboránandAva Max,,Karol GandNicki Minaj,
2020,8.0,February 20,Karol GandNicki Minaj,Maroon 5,"""Memories""",[16],Maroon 5,,Karol GandNicki Minaj,Memories
2020,9.0,February 27,Karol GandNicki Minaj,Maroon 5,,,Maroon 5,,Karol GandNicki Minaj,
2020,10.0,March 5,Karol GandNicki Minaj,David Oteroand Taburete,"""Una foto en blanco y negro""",[20],David Oteroand Taburete,,Karol GandNicki Minaj,Una foto en blanco y negro
2020,11.0,March 12,Karol GandNicki Minaj,David Oteroand Taburete,,,David Oteroand Taburete,,Karol GandNicki Minaj,
2020,12.0,March 19,Karol GandNicki Minaj,David Oteroand Taburete,,,David Oteroand Taburete,,Karol GandNicki Minaj,
2020,13.0,March 26,J Balvin,David Oteroand Taburete,"""Una foto en blanco y negro""",,David Oteroand Taburete,,J Balvin,Una foto en blanco y negro
2020,14.0,April 2,Bad BunnyfeaturingJowell & RandyandÑengo Flow,"""Safaera""","""Una foto en blanco y negro""","""Soldadito de hierro""",Safaera,Soldadito de hierro,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Una foto en blanco y negro
2020,15.0,April 9,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,"""Tusa""",[30],Karol G and Nicki Minaj,,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Tusa
2020,16.0,April 16,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,,,Karol G and Nicki Minaj,,Bad BunnyfeaturingJowell & RandyandÑengo Flow,
2020,17.0,April 23,Bad BunnyfeaturingJowell & RandyandÑengo Flow,Karol G and Nicki Minaj,,,Karol G and Nicki Minaj,,Bad BunnyfeaturingJowell & RandyandÑengo Flow,
2020,18.0,April 30,C. Tangana,"""Nunca Estoy""","""Tusa""","""Dance Monkey""",Nunca Estoy,Dance Monkey,C. Tangana,Tusa
2020,19.0,May 7,C. Tangana,"""Nunca Estoy""","""Tusa""",[38],Nunca Estoy,,C. Tangana,Tusa
2020,20.0,May 14,Bad Bunny andDon Omar,"""Pa' Romperla""",Nea,"""Some Say""",Pa Romperla,Some Say,Bad Bunny andDon Omar,Nea
2020,21.0,May 21,Bad Bunny andDon Omar,The Weeknd,"""Blinding Lights""",[42],The Weeknd,,Bad Bunny andDon Omar,Blinding Lights
2020,22.0,May 28,"Justin Quiles,Daddy YankeeandEl Alfa",The Weeknd,"""Blinding Lights""",,The Weeknd,,"Justin Quiles,Daddy YankeeandEl Alfa",Blinding Lights
2020,23.0,June 4,RosalíaandTravis Scott,"""TKN""",Nea,"""Some Say""",TKN,Some Say,RosalíaandTravis Scott,Nea
2020,24.0,June 11,Anuel AAand Bad Bunny,"""Hasta Que Dios Diga""",The Weeknd,"""Blinding Lights""",Hasta Que Dios Diga,Blinding Lights,Anuel AAand Bad Bunny,The Weeknd
2020,25.0,June 18,"Nio Garcia, Anuel AA,Myke Towers, Juanka and Brray","""La jeepeta (Remix)""",The Weeknd,,La jeepeta,,"Nio Garcia, Anuel AA,Myke Towers, Juanka and Brray",The Weeknd
2020,26.0,June 25,Anuel AA,"""El manual""",The Weeknd,,El manual,,Anuel AA,The Weeknd
2020,27.0,July 2,Ozuna,"""Caramelo""",The Weeknd,,Caramelo,,Ozuna,The Weeknd
2020,28.0,July 9,Ozuna,"""Caramelo""",,,Caramelo,,Ozuna,
2020,29.0,July 16,Ozuna,David BisbalandAitana,"""Si tú la quieres""","""Blinding Lights""",David BisbalandAitana,Blinding Lights,Ozuna,Si tú la quieres
2020,30.0,July 23,Ozuna,David BisbalandAitana,,,David BisbalandAitana,,Ozuna,
2020,31.0,July 30,Tainyand J Balvin,"""Agua""",Beret and Pablo Alborán,"""Sueño""",Agua,Sueño,Tainyand J Balvin,Beret and Pablo Alborán
2020,32.0,August 6,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",Beret and Pablo Alborán,,Mamichula,,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",Beret and Pablo Alborán
2020,33.0,August 13,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",,,Mamichula,,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",
2020,34.0,August 20,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool","""Mamichula""",,,Mamichula,,"Trueno,Nicki Nicole,Bizarrap, Taiu and Tatool",
2020,35.0,August 27,Maluma,"""Hawái""",Beret and Pablo Alborán,"""Sueño""",Hawái,Sueño,Maluma,Beret and Pablo Alborán
2020,36.0,September 3,Maluma,"""Hawái""",Beret and Pablo Alborán,"""Sueño""",Hawái,Sueño,Maluma,Beret and Pablo Alborán
2020,37.0,September 10,Maluma,"""Hawái""","""Sueño""","""Sueño""",Hawái,Sueño,Maluma,Sueño
2020,38.0,September 17,Maluma,The Weeknd,"""Blinding Lights""",[76],The Weeknd,,Maluma,Blinding Lights
2020,39.0,September 24,Maluma,The Weeknd,,,The Weeknd,,Maluma,
2020,40.0,October 1,Maluma,Ava Max,"""Kings & Queens""",[80],Ava Max,,Maluma,Kings & Queens
2020,41.0,October 8,Maluma,Ava Max,,,Ava Max,,Maluma,
2020,42.0,October 15,Maluma,Ava Max,,,Ava Max,,Maluma,
2020,43.0,October 22,C. Tangana,"""Demasiadas mujeres""","""Kings & Queens""","""Los huesos""",Demasiadas mujeres,Los huesos,C. Tangana,Kings & Queens
2020,44.0,October 29,"Manuel Turizo,Rauw Alejandroand Myke Towers","""La Nota""","""Kings & Queens""","""Mundo imperfecto""",La Nota,Mundo imperfecto,"Manuel Turizo,Rauw Alejandroand Myke Towers",Kings & Queens
2020,45.0,November 5,Bad Bunny andJhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens,Bad Bunny andJhay Cortez,Ava Max
2020,46.0,November 12,C. Tangana featuring Niño de Elche andLa Húngara,"""Tú Me Dejaste De Querer""",David GuettaandSia,"""Let's Love""",Tú Me Dejaste De Querer,Lets Love,C. Tangana featuring Niño de Elche andLa Húngara,David GuettaandSia
2020,47.0,November 19,C. Tangana featuring Niño de Elche andLa Húngara,"""Tú Me Dejaste De Querer""","""Mi Religión""",[94],Tú Me Dejaste De Querer,,C. Tangana featuring Niño de Elche andLa Húngara,Mi Religión
2020,48.0,November 26,Bad Bunny and Jhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens,Bad Bunny and Jhay Cortez,Ava Max
2020,49.0,December 2,Bad Bunny featuring Rosalía,"""La Noche de Anoche""",Sidecars,"""Mundo Imperfecto""",La Noche de Anoche,Mundo Imperfecto,Bad Bunny featuring Rosalía,Sidecars
2020,50.0,December 9,Bad Bunny and Jhay Cortez,"""Dakiti""",Ava Max,"""Kings & Queens""",Dakiti,Kings & Queens,Bad Bunny and Jhay Cortez,Ava Max
2020,51.0,December 16,Bad Bunny and Jhay Cortez,BTS,"""Dynamite""",[102],BTS,,Bad Bunny and Jhay Cortez,Dynamite
2020,52.0,December 23,Bad Bunny and Jhay Cortez,BTS,,,BTS,,Bad Bunny and Jhay Cortez,
2020,53.0,December 30,Bad Bunny and Jhay Cortez,BTS,,,BTS,,Bad Bunny and Jhay Cortez,
2021,1.0,January 1,Bad BunnyandJhay Cortez,"""Dakiti""",BTS,"""Dynamite""",Dakiti,Dynamite,Bad BunnyandJhay Cortez,BTS
2021,2.0,January 8,Bad BunnyandJhay Cortez,"""Dakiti""","""Mi Religión""",[4],Dakiti,,Bad BunnyandJhay Cortez,Mi Religión
2021,3.0,January 15,Myke Towersand Juhn,"""Bandido""",Dani Martín,"""Portales""",Bandido,Portales,Myke Towersand Juhn,Dani Martín
2021,4.0,January 22,Myke Towersand Juhn,"""Bandido""","""A un paso de la luna""",[8],Bandido,,Myke Towersand Juhn,A un paso de la luna
2021,5.0,January 29,Myke Towersand Juhn,Nil Moliner,"""Mi Religión""",[10],Nil Moliner,,Myke Towersand Juhn,Mi Religión
2021,6.0,February 5,Myke Towersand Juhn,Nil Moliner,,,Nil Moliner,,Myke Towersand Juhn,
2021,7.0,February 12,"Rochy RD, Myke Towers andNicki Nicole","""Ella No Es Tuya""","""Mi Religión""","""Vida De Rico""",Ella No Es Tuya,Vida De Rico,"Rochy RD, Myke Towers andNicki Nicole",Mi Religión
2021,8.0,February 19,"Rochy RD, Myke Towers andNicki Nicole","""Ella No Es Tuya""","""Mi Religión""",[16],Ella No Es Tuya,,"Rochy RD, Myke Towers andNicki Nicole",Mi Religión
2021,9.0,February 26,C. TanganafeaturingGipsy Kings,"""Ingobernable""",Ana Mena and Rocco Hunt,"""A un paso de la luna""",Ingobernable,A un paso de la luna,C. TanganafeaturingGipsy Kings,Ana Mena and Rocco Hunt
2021,10.0,March 5,"Rochy RD, Myke Towers and Nicki Nicole","""Ella No es Tuya""",Camilo,"""Vida De Rico""",Ella No es Tuya,Vida De Rico,"Rochy RD, Myke Towers and Nicki Nicole",Camilo
2021,11.0,March 12,"Rochy RD, Myke Towers and Nicki Nicole",Purple Disco MachineandSophie and the Giants,"""Hypnotized""",[22],Purple Disco MachineandSophie and the Giants,,"Rochy RD, Myke Towers and Nicki Nicole",Hypnotized
2021,12.0,March 19,"Rochy RD, Myke Towers and Nicki Nicole",Purple Disco MachineandSophie and the Giants,,,Purple Disco MachineandSophie and the Giants,,"Rochy RD, Myke Towers and Nicki Nicole",
2021,13.0,March 26,"Rochy RD, Myke Towers and Nicki Nicole",Álvaro de Luna,"""Hypnotized""",[26],Álvaro de Luna,,"Rochy RD, Myke Towers and Nicki Nicole",Hypnotized
2021,14.0,April 2,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""",BeretandMelendi,"""Desde Cero""",Fiel,Desde Cero,"Los Legendarios,Wisinand Jhay Cortez",BeretandMelendi
2021,15.0,April 9,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""","""Hypnotized""",[30],Fiel,,"Los Legendarios,Wisinand Jhay Cortez",Hypnotized
2021,16.0,April 16,"Los Legendarios,Wisinand Jhay Cortez","""Fiel""","""Juramento eterno de sal""",[32],Fiel,,"Los Legendarios,Wisinand Jhay Cortez",Juramento eterno de sal
2021,17.0,April 23,Sebastián Yatrafeaturing Myke Towers,"""Pareja del Año""",Purple Disco Machine and Sophie and the Giants,"""Hypnotized""",Pareja del Año,Hypnotized,Sebastián Yatrafeaturing Myke Towers,Purple Disco Machine and Sophie and the Giants
2021,18.0,April 30,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,"""Juramento eterno de sal""",[36],Álvaro de Luna,,Sebastián Yatrafeaturing Myke Towers,Juramento eterno de sal
2021,19.0,May 7,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,,,Álvaro de Luna,,Sebastián Yatrafeaturing Myke Towers,
2021,20.0,May 14,Sebastián Yatrafeaturing Myke Towers,Álvaro de Luna,,,Álvaro de Luna,,Sebastián Yatrafeaturing Myke Towers,
2021,21.0,May 21,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",,Todo de Ti,,Rauw Alejandro,Juramento eterno de sal
2021,22.0,May 28,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,,Rauw Alejandro,
2021,23.0,June 5,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,,Rauw Alejandro,
2021,24.0,June 12,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,,Rauw Alejandro,
2021,25.0,June 19,Rauw Alejandro,"""Todo de Ti""",,,Todo de Ti,,Rauw Alejandro,
2021,26.0,June 26,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",[52],Todo de Ti,,Rauw Alejandro,Juramento eterno de sal
2021,27.0,July 3,Rauw Alejandro,"""Todo de Ti""","""Juramento eterno de sal""",[54],Todo de Ti,,Rauw Alejandro,Juramento eterno de sal
2021,28.0,July 10,Rauw Alejandro,Álvaro de Luna,"""Juramento eterno de sal""",[56],Álvaro de Luna,,Rauw Alejandro,Juramento eterno de sal
2021,29.0,July 17,Rauw Alejandro,Álvaro de Luna,,,Álvaro de Luna,,Rauw Alejandro,
2021,30.0,July 24,Farruko,"""Pepas""",Rauw Alejandro,"""Todo de Ti""",Pepas,Todo de Ti,Farruko,Rauw Alejandro
2021,31.0,July 31,Farruko,"""Pepas""",,,Pepas,,Farruko,
2021,32.0,August 7,Farruko,"""Pepas""",,,Pepas,,Farruko,
2021,33.0,August 14,Farruko,"""Pepas""",,,Pepas,,Farruko,
2021,34.0,August 21,Farruko,"""Pepas""",,,Pepas,,Farruko,
2021,35.0,August 28,Zzoilo andAitana,"""Mon Amour (Remix)""",Rauw Alejandro,,Mon Amour,,Zzoilo andAitana,Rauw Alejandro
2021,36.0,September 4,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,,Zzoilo andAitana,
2021,37.0,September 11,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,,Zzoilo andAitana,
2021,38.0,September 18,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,,Zzoilo andAitana,
2021,39.0,September 25,Zzoilo andAitana,"""Mon Amour (Remix)""",,,Mon Amour,,Zzoilo andAitana,
2021,40.0,October 2,Zzoilo andAitana,"""Mon Amour (Remix)""",Rauw Alejandro,"""Todo de Ti""",Mon Amour,Todo de Ti,Zzoilo andAitana,Rauw Alejandro
2021,41.0,October 9,C. Tangana andNathy Peluso,"""Ateo""",Rauw Alejandro,"""Todo de Ti""",Ateo,Todo de Ti,C. Tangana andNathy Peluso,Rauw Alejandro
2021,42.0,October 16,C. Tangana andNathy Peluso,Nil Moliner,"""Libertad""","""Todo de Ti""",Nil Moliner,Todo de Ti,C. Tangana andNathy Peluso,Libertad
