Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean
2024,7.0,February 9,Quevedo,"""La Última""",,,La Última,
2024,8.0,February 16,FeidandATL Jacob,"""Luna""","""Madrid City""","""Houdini""",Luna,Houdini
2024,9.0,February 23,JC Reyes andDe la Ghetto,"""Fardos""",Ana Mena,"""Madrid City""",Fardos,Madrid City
2024,10.0,March 1,Gonzy,"""X'Clusivo""",Ana Mena,,XClusivo,
2024,11.0,March 8,Gonzy,"""X'Clusivo""",,,XClusivo,
2024,12.0,March 15,Gonzy,"""X'Clusivo""",Ana Mena,"""Madrid City""",XClusivo,Madrid City
2024,13.0,March 22,Gonzy,"""X'Clusivo""","""Madrid City""","""Madrid City""",XClusivo,Madrid City
2024,14.0,March 29,Gonzy,"""X'Clusivo""","""Luna""",[28],XClusivo,
2024,15.0,April 5,Gonzy,"""X'Clusivo""","""Madrid City""",[30],XClusivo,
2024,16.0,April 12,El Bobe andOmar Montes,"""El Conjuntito""",Benson Boone,"""Beautiful Things""",El Conjuntito,Beautiful Things
2024,17.0,April 19,"Rvssian,Rauw AlejandroandAyra Starr","""Santa""",Feid and ATL Jacob,"""Luna""",Santa,Luna
2024,18.0,April 26,"Rvssian,Rauw AlejandroandAyra Starr","""Santa""","""Beautiful Things""",[36],Santa,
2024,19.0,May 3,"Saiko, JC Reyes andDei V","""BadGyal""",Teddy Swims,"""Lose Control""",BadGyal,Lose Control
2024,20.0,May 10,"Saiko, JC Reyes andDei V",Benson Boone,"""Beautiful Things""",[40],Benson Boone,
2024,21.0,May 17,"Saiko, JC Reyes andDei V",Benson Boone,,,Benson Boone,
2024,22.0,May 24,"Saiko, JC Reyes andDei V",Myke Towers,"""La Falda""",[44],Myke Towers,
2024,23.0,May 31,"Saiko, JC Reyes andDei V",Myke Towers,,,Myke Towers,
2024,24.0,June 7,"Saiko, JC Reyes andDei V",Benson Boone,"""Beautiful Things""",[48],Benson Boone,
2024,25.0,June 14,Trueno,"""Real Gangsta Love""","""Beautiful Things""",,Real Gangsta Love,
2024,26.0,June 21,Trueno,"""Real Gangsta Love""",,,Real Gangsta Love,
2024,27.0,June 28,Karol G,"""Si Antes Te Hubiera Conocido""","""Beautiful Things""","""Lose Control""",Si Antes Te Hubiera Conocido,Lose Control
2024,28.0,July 5,Karol G,"""Si Antes Te Hubiera Conocido""","""Beautiful Things""",[56],Si Antes Te Hubiera Conocido,
2024,29.0,July 12,Isabel Aaiún,"""Potra salvaje""",Teddy Swims,"""Lose Control""",Potra salvaje,Lose Control
2024,30.0,July 19,Karol G,"""Si Antes Te Hubiera Conocido""",Teddy Swims,,Si Antes Te Hubiera Conocido,
2024,31.0,July 26,Karol G,Benson Boone,"""Beautiful Things""","""Lose Control""",Benson Boone,Lose Control
2024,32.0,August 2,Karol G,Benson Boone,,,Benson Boone,
2024,33.0,August 9,Karol G,Dani Fernández,"""Beautiful Things""",[66],Dani Fernández,
2024,34.0,August 16,Karol G,Karol G,"""Si Antes Te Hubiera Conocido""",[68],Karol G,
2024,35.0,August 23,Karol G,Karol G,,,Karol G,
2024,36.0,August 30,Karol G,Karol G,,,Karol G,
2024,37.0,September 6,Karol G,Karol G,,,Karol G,
2024,38.0,September 13,Karol G,Karol G,,,Karol G,
2024,39.0,September 20,Karol G,Karol G,,,Karol G,
2024,40.0,September 27,Karol G,Karol G,,,Karol G,
2024,41.0,October 4,Karol G,Benson Boone,"""Si Antes Te Hubiera Conocido""",[82],Benson Boone,
2024,42.0,October 11,Karol G,Karol G,"""Si Antes Te Hubiera Conocido""",[84],Karol G,
2024,43.0,October 18,Karol G,Karol G,,,Karol G,
2024,44.0,October 25,Myke Towers andBenny Blanco,"""Degenere""","""Si Antes Te Hubiera Conocido""",,Degenere,
2024,45.0,November 1,Myke Towers andBenny Blanco,"""Degenere""","""Si Antes Te Hubiera Conocido""",[90],Degenere,
2024,46.0,November 8,Clarent,"""IA""",Karol G,"""Si Antes Te Hubiera Conocido""",IA,Si Antes Te Hubiera Conocido
2024,47.0,November 15,Rauw Alejandro andBad Bunny,"""Qué Pasaría...""",Karol G,,Qué Pasaría...,
2024,48.0,November 22,Quevedo andAitana,"""Gran Vía""",Shakira,"""Soltera""",Gran Vía,Soltera
2024,49.0,November 29,Quevedo andAitana,"""Gran Vía""",,,Gran Vía,
2024,50.0,December 6,Quevedo andAitana,"""Gran Vía""",,,Gran Vía,
2024,51.0,December 13,Yorghaki / Alleh,"""Capaz (Merengueton)""",Shakira,"""Soltera""",Capaz,Soltera
2024,52.0,December 20,Yorghaki / Alleh,"""Capaz (Merengueton)""",Shakira,"""Soltera""",Capaz,Soltera
2024,1.0,December 27,Yorghaki / Alleh,"""Capaz (Merengueton)""","""Me Has Invitado a Bailar""",[106],Capaz,
2025,1.0,December 27,Yorghaki / Alleh,"""Capaz (Merengueton)""",Dani Fernández,"""Me Has Invitado a Bailar""",Capaz,Me Has Invitado a Bailar
2025,2.0,January 3,Yorghaki / Alleh,"""Capaz (Merengueton)""",,,Capaz,
2025,3.0,January 10,Bad Bunny,"""DTMF""",Dani Fernández,"""Me Has Invitado a Bailar""",DTMF,Me Has Invitado a Bailar
2025,4.0,January 17,Bad Bunny,"""DTMF""","""Die with a Smile""",[8],DTMF,
2025,5.0,January 24,"""Nuevayol""",[9],Dani Fernández,"""Me Has Invitado a Bailar""",,Me Has Invitado a Bailar
2025,6.0,January 31,"""Nuevayol""",Mark Ambor,"""Belong Together""",[12],Mark Ambor,
2025,7.0,February 7,Yorghaki / Alleh,"""Capaz (Merengueton)""","""Belong Together""",,Capaz,
2025,8.0,February 14,Yorghaki / Alleh,Dani Fernández,"""Me Has Invitado a Bailar""",[16],Dani Fernández,
2025,9.0,February 21,Yorghaki / Alleh,Dani Fernández,,,Dani Fernández,
2025,10.0,February 28,Yorghaki / Alleh,Dani Fernández,,,Dani Fernández,
2025,11.0,March 7,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",,La Plena,
2025,12.0,March 14,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",,,La Plena,
2025,13.0,March 21,"Delaossa,Quevedoand Bigla The Kid","""Still Luvin'""","""Me Has Invitado a Bailar""",,Still Luvin,
2025,14.0,March 28,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""","""Die with a Smile""",La Plena,Die with a Smile
2025,15.0,April 4,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[30],La Plena,
2025,16.0,April 11,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[32],La Plena,
2025,17.0,April 18,W Sound/Beéle/Ovy on the Drums,Dani Fernández,"""Me Has Invitado a Bailar""",[34],Dani Fernández,
2025,18.0,April 25,W Sound/Beéle/Ovy on the Drums,Dani Fernández,,,Dani Fernández,
2025,19.0,May 2,W Sound/Beéle/Ovy on the Drums,RoséandBruno Mars,"""Me Has Invitado a Bailar""",[38],RoséandBruno Mars,
2025,20.0,May 9,W Sound/Beéle/Ovy on the Drums,Dani Fernández,"""Me Has Invitado a Bailar""",[40],Dani Fernández,
2025,21.0,May 16,W Sound/Beéle/Ovy on the Drums,Dani Fernández,,,Dani Fernández,
2025,22.0,May 23,MoraandC. Tangana,"""Droga""","""Me Has Invitado a Bailar""","""Apt.""",Droga,Apt.
2025,23.0,May 30,Beéle,"""No Tiene Sentido""",Dani Fernández,"""Me Has Invitado a Bailar""",No Tiene Sentido,Me Has Invitado a Bailar
2025,24.0,June 6,Beéle,"""No Tiene Sentido""","""Ordinary""",[48],No Tiene Sentido,
2025,25.0,June 13,Beéle,"""No Tiene Sentido""","""Me Has Invitado a Bailar""",[50],No Tiene Sentido,
2025,26.0,June 20,Beéle,Alex Warren,"""Ordinary""",[52],Alex Warren,
2025,27.0,June 27,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Ordinary""",,La Plena,
2025,28.0,July 4,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""","""Me Has Invitado a Bailar""",[56],La Plena,
2025,29.0,July 11,Quevedo,"""Tuchat""",Alex Warren,"""Ordinary""",Tuchat,Ordinary
2025,30.0,July 18,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",Alex Warren,,La Plena,
2025,31.0,July 25,W Sound/Beéle/Ovy on the Drums,"""La Plena (W Sound 05)""",,,La Plena,
2025,32.0,August 1,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,,Tu Vas Sin,
2025,33.0,August 8,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,"""Ordinary""",Tu Vas Sin,Ordinary
2025,34.0,August 15,Rels B,Alex Warren,"""Ordinary""","""Ordinary""",Alex Warren,Ordinary
2025,35.0,August 22,Rels B,Alex Warren,,,Alex Warren,
2025,36.0,August 29,Kidd Voodoo/JC Reyes,"""Me Mario""","""Ordinary""","""Ordinary""",Me Mario,Ordinary
2025,37.0,September 5,Rels B,"""Tu Vas Sin (Fav)""",Alex Warren,"""Ordinary""",Tu Vas Sin,Ordinary
2025,38.0,September 12,Kidd Voodoo/JC Reyes,"""Me Mario""",Doechii,"""Anxiety""",Me Mario,Anxiety
2025,39.0,September 19,Kidd Voodoo/JC Reyes,"""Me Mario""","""Messy""",[78],Me Mario,
2025,40.0,September 26,Kidd Voodoo/JC Reyes,Alex Warren,"""Ordinary""",[80],Alex Warren,
2025,41.0,October 3,Taylor Swift,Alex Warren,"""Ordinary""",,Alex Warren,
2025,42.0,October 10,Huntr/x,"""Golden""","""Ordinary""",,Golden,
2025,43.0,October 17,Huntr/x,"""Golden""","""Golden""",[86],Golden,
