Year,Week,Issue_date,Streaming_Artist,Streaming_Song,Airplay_Artist,Airplay_Song,Streaming_Song_Clean,Airplay_Song_Clean
2025,,17,April 18,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[34],W Sound/Beéle/Ovy on the Drums,
2025,,18,April 25,W Sound/Beéle/Ovy on the Drums,,,W Sound/Beéle/Ovy on the Drums,
2025,,19,May 2,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[38],W Sound/Beéle/Ovy on the Drums,
2025,,20,May 9,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[40],W Sound/Beéle/Ovy on the Drums,
2025,,21,May 16,W Sound/Beéle/Ovy on the Drums,,,W Sound/Beéle/Ovy on the Drums,
2025,,22,May 23,MoraandC. Tangana,"""Me Has Invitado a Bailar""",Rosé and Bruno Mars,MoraandC. Tangana,Rosé and Bruno Mars
2025,,23,May 30,Beéle,[45],Dani Fernández,Beéle,Dani Fernández
2025,,24,June 6,Beéle,"""Ordinary""",[48],Beéle,
2025,,25,June 13,Beéle,"""Me Has Invitado a Bailar""",[50],Beéle,
2025,,26,June 20,Beéle,"""Ordinary""",[52],Beéle,
2025,,27,June 27,W Sound/Beéle/Ovy on the Drums,"""Ordinary""",[54],W Sound/Beéle/Ovy on the Drums,
2025,,28,July 4,W Sound/Beéle/Ovy on the Drums,"""Me Has Invitado a Bailar""",[56],W Sound/Beéle/Ovy on the Drums,
2025,,29,July 11,Quevedo,[57],Alex Warren,Quevedo,Alex Warren
2025,,30,July 18,W Sound/Beéle/Ovy on the Drums,[59],Alex Warren,W Sound/Beéle/Ovy on the Drums,Alex Warren
2025,,31,July 25,W Sound/Beéle/Ovy on the Drums,,,W Sound/Beéle/Ovy on the Drums,
2025,,32,August 1,Rels B,[63],Alex Warren,Rels B,Alex Warren
2025,,33,August 8,Rels B,"""Anxiety""",Alex Warren,Rels B,Alex Warren
2025,,34,August 15,Rels B,"""Ordinary""",[68],Rels B,
2025,,35,August 22,Rels B,,,Rels B,
2025,,36,August 29,Kidd Voodoo/JC Reyes,"""Ordinary""",Aitana,Kidd Voodoo/JC Reyes,Aitana
2025,,37,September 5,Rels B,[73],Alex Warren,Rels B,Alex Warren
2025,,38,September 12,Kidd Voodoo/JC Reyes,[75],Doechii,Kidd Voodoo/JC Reyes,Doechii
2025,,39,September 19,Kidd Voodoo/JC Reyes,"""Messy""",[78],Kidd Voodoo/JC Reyes,
2025,,40,September 26,Kidd Voodoo/JC Reyes,"""Ordinary""",[80],Kidd Voodoo/JC Reyes,
2025,,41,October 3,Taylor Swift,"""Ordinary""",[82],Taylor Swift,
2025,,42,October 10,Huntr/x,"""Ordinary""",[84],Huntr/x,
2025,,43,October 17,Huntr/x,"""Golden""",[86],Huntr/x,
